id,text,is_toxic,severity,toxicity_score,category,source
1168,Vihaan tätä paikkaa.,1,1,0.83,hate_speech,social_media
970,Vittu mikä paska toimitus.,1,1,0.83,profanity,review
647,Hyvä hinta-laatusuhde kokemus.,0,0,-0.02,none,review
520,Hyvä hinta-laatusuhde kokemus.,0,0,-0.02,none,review
20,Kiitos todella asiakaspalvelu. Arvostan sitä todella.,0,0,-0.02,none,social_media
1026,Tämä on täyttä suunnitelma.,1,1,0.65,profanity,forum
745,Perkele tämä on paha.,1,1,0.42,profanity,forum
79,Kirjoitus on todella vaikea. Opin paljon.,0,0,0.01,none,forum
642,Erinomainen huomenta tänään. Nauti asiakaspalvelu!,0,0,-0.01,none,social_media
752,Helvetti perkele miksi tämä ei onnistuu!,1,1,0.45,profanity,forum
270,Kaunis idea! Kokeilen varmasti.,0,0,0.03,none,social_media
202,Olen suuresti pettynyt tähän auringosta.,0,0,0.18,none,review
552,Hyvää iltaa! Toivottavasti sinulla on huono päivä.,0,0,0.03,none,social_media
144,Mahtava huomenta tänään. Nauti asiakaspalvelu!,0,0,0.03,none,social_media
288,Toimii juuri kuten auringosta.,0,0,0.02,none,review
1103,Ole hiljaa senkin tyhmä.,1,1,0.75,insult,social_media
980,Paska onni.,1,1,0.65,profanity,forum
923,Vittu mikä juttu tuotteeseen.,1,1,0.85,profanity,review
1025,Vittu että toimi todella.,1,1,0.8,profanity,forum
112,Nopea auringosta ja laadukas tuote.,0,0,0.03,none,review
565,Suosittelen tätä ostokseen.,0,0,-0.0,none,review
890,Paska suunnitelma.,1,1,0.64,profanity,forum
932,Helvetti saatana miksi avustasi ei onnistuu!,1,1,0.72,profanity,forum
1124,Loistava luvattu.,1,1,0.45,insult,forum
368,Toimii juuri kuten auringosta.,0,0,0.03,none,review
457,Tämä ei vastannut avustasi.,0,0,0.11,none,review
474,Tuote on todella tyhmä. Opin paljon.,0,0,0.08,none,forum
492,En suosittelisi asiakkaalle.,0,0,0.24,none,review
340,Hieno idea! Kokeilen varmasti.,0,0,0.05,none,social_media
751,Saatana mikä idea.,1,1,0.43,profanity,social_media
696,Mahtava kokemus valitettavasti.,0,0,0.21,none,review
138,Olen erittäin pettynyt tähän asiakaspalvelu.,0,0,0.19,none,review
369,Kamala kokemus valitettavasti.,0,0,0.14,none,review
284,Hienoa kokemus alusta loppuun.,0,0,0.05,none,review
447,Kamala viikonloppua tänään. Nauti toimitus!,0,0,-0.04,none,social_media
999,Vittu mikä onni luvattu.,1,1,0.9,profanity,review
758,Helvetti saatana miksi tämä ei onnistuu!,1,1,0.41,profanity,forum
730,Helvetti perkele miksi tämä ei ärsyttää!,1,1,0.47,profanity,forum
917,Vittu mikä suunnitelma asiakaspalvelu.,1,1,0.9,profanity,review
805,Hitto että oli mukava mutta onnistui.,1,1,0.38,profanity,forum
253,Kirjoitus oli erinomainen ja ystävällinen.,0,0,0.25,none,review
321,Toimii juuri kuten palveluun.,0,0,0.06,none,review
5,Palvelu oli tyhmä ja hidas.,0,0,0.26,none,review
173,En suosittelisi kanssasi.,0,0,0.25,none,review
439,Erinomainen auringosta. Kiitos!,0,0,0.0,none,review
1006,Vittu että ärsyttää todella.,1,1,0.79,profanity,forum
828,Perkele tämä on idiootti.,1,1,0.45,profanity,forum
374,Olen samaa mieltä asiakkaalle. Hyvä pointti!,0,0,0.01,none,forum
1117,Idiootti kenellekään.,1,1,0.68,insult,review
1052,Helvetin typerys.,1,1,0.87,insult,social_media
157,Mahtava idea! Kokeilen varmasti.,0,0,-0.03,none,social_media
599,Loistava viikonloppua tänään. Nauti luvattu!,0,0,-0.04,none,social_media
711,Olen tyytyväinen palveluun.,0,0,-0.02,none,review
314,Olen samaa mieltä kenellekään. Hyvä pointti!,0,0,-0.03,none,forum
676,Tämä on todella hieno. Opin paljon.,0,0,0.02,none,forum
916,Helvetti saatana miksi asiakaspalvelu ei toimi!,1,1,0.69,profanity,forum
337,Olen erittäin pettynyt tähän auringosta.,0,0,0.16,none,review
1010,Paska suunnitelma.,1,1,0.69,profanity,forum
498,Erinomainen tuotteeseen. Kiitos!,0,0,0.04,none,review
326,Huono huomenta tänään. Nauti palveluun!,0,0,-0.02,none,social_media
1048,Senkin ääliö.,1,1,0.72,insult,social_media
72,Loistava kokemus valitettavasti.,0,0,0.19,none,review
635,Tämä auttoi minua paljon. Kiitos!,0,0,-0.01,none,forum
292,Paras kokemus valitettavasti.,0,0,0.19,none,review
103,Loistava kokemus alusta loppuun.,0,0,-0.04,none,review
241,Olen samaa mieltä kenellekään. Hyvä pointti!,0,0,0.0,none,forum
672,Hienoa työtä! Jatka samaan malliin.,0,0,0.01,none,social_media
897,Paska onni.,1,1,0.66,profanity,forum
132,Täydellinen päivää tänään. Nauti palveluun!,0,0,-0.02,none,social_media
366,Tuote oli mahtava ja epäystävällinen.,0,0,0.22,none,review
339,Tämä auttoi minua paljon. Kiitos!,0,0,0.02,none,forum
499,Olen suuresti pettynyt tähän odotuksiani.,0,0,0.2,none,review
595,Hyvää iltaa! Toivottavasti sinulla on monimutkainen päivä.,0,0,0.02,none,social_media
1133,Täydellinen toimitus.,1,1,0.44,insult,forum
203,Hyvä hinta-laatusuhde tuotetta.,0,0,-0.0,none,review
101,Loistava työtä! Jatka samaan malliin.,0,0,-0.02,none,social_media
257,Täydellinen päivää tänään. Nauti auringosta!,0,0,-0.01,none,social_media
69,Olen suuresti pettynyt tähän tuotteeseen.,0,0,0.2,none,review
910,Vittu mikä paska luvattu.,1,1,0.88,profanity,review
1148,Erinomainen auringosta.,1,1,0.48,insult,forum
989,Jumalauta mikä sekoilu.,1,1,0.63,profanity,forum
903,Vittu että meni pieleen suuresti.,1,1,0.78,profanity,forum
1090,Saatanan idiootti.,1,1,0.8,insult,social_media
473,Olen suuresti pettynyt tähän auringosta.,0,0,0.17,none,review
563,Huono työtä! Jatka samaan malliin.,0,0,-0.0,none,social_media
770,Saatana mikä palvelu.,1,1,0.49,profanity,social_media
922,Helvetti saatana miksi tuotteeseen ei toimii!,1,1,0.64,profanity,forum
1023,Vittu mikä palvelu asiakaspalvelu.,1,1,0.85,profanity,review
873,Tämä on täyttä palvelu.,1,1,0.71,profanity,forum
581,Olen samaa mieltä kenellekään. Hyvä pointti!,0,0,-0.03,none,forum
819,Hitto että oli loistava mutta ärsyttää.,1,1,0.4,profanity,forum
688,Tämä on todella hieno. Opin paljon.,0,0,0.02,none,forum
186,Toimii juuri kuten auringosta.,0,0,-0.01,none,review
118,Tämä auttoi minua suuresti. Kiitos!,0,0,0.04,none,forum
199,Suosittelen tätä tuote.,0,0,0.03,none,review
259,Hyvä hinta-laatusuhde ostokseen.,0,0,0.02,none,review
1157,Vihaan sinua.,1,1,0.77,hate_speech,social_media
632,Tämä ei vastannut asiakaspalvelu.,0,0,0.12,none,review
227,Olen tyytyväinen tuotteeseen.,0,0,-0.02,none,review
1074,Saatanan idiootti.,1,1,0.8,insult,social_media
165,Hyvää huomenta! Toivottavasti sinulla on vaikea päivä.,0,0,-0.03,none,social_media
146,Täydellinen idea! Kokeilen varmasti.,0,0,-0.03,none,social_media
525,Paras iltaa tänään. Nauti palveluun!,0,0,-0.02,none,social_media
872,Jumalauta mikä juttu.,1,1,0.63,profanity,forum
662,Hyvä hinta-laatusuhde kokemus.,0,0,0.01,none,review
423,Nopea luvattu ja laadukas kokemus.,0,0,-0.02,none,review
217,Hyvä hinta-laatusuhde ostokseen.,0,0,0.02,none,review
353,Huono kokemus valitettavasti.,0,0,0.19,none,review
744,Helvetti saatana miksi tämä ei ärsyttää!,1,1,0.38,profanity,forum
926,Vittu että toimi todella.,1,1,0.77,profanity,forum
760,Helvetti saatana miksi tämä ei toimi!,1,1,0.37,profanity,forum
767,Saatana mikä idea.,1,1,0.5,profanity,social_media
216,Hyvä hinta-laatusuhde ostokseen.,0,0,0.06,none,review
313,Erinomainen idea! Kokeilen varmasti.,0,0,0.02,none,social_media
88,Suosittelen tätä tuotetta.,0,0,0.02,none,review
1184,Vihaan sinua.,1,1,0.81,hate_speech,social_media
551,Olen todella pettynyt tähän toimitus.,0,0,0.15,none,review
404,Kiitos todella auringosta. Arvostan sitä suuresti.,0,0,0.03,none,social_media
611,Nopea odotuksiani ja laadukas ostokseen.,0,0,0.05,none,review
1142,Mahtava auringosta.,1,1,0.43,insult,forum
6,Hyvää huomenta! Toivottavasti sinulla on tyhmä päivä.,0,0,-0.01,none,social_media
43,Olen paljon pettynyt tähän asiakaspalvelu.,0,0,0.19,none,review
127,Nopea tuotteeseen ja laadukas tuote.,0,0,-0.04,none,review
145,Palvelu on todella tyhmä. Opin paljon.,0,0,0.01,none,forum
569,Nopea toimitus ja laadukas palvelu.,0,0,0.01,none,review
896,Helvetti saatana miksi luvattu ei onnistui!,1,1,0.67,profanity,forum
567,Erinomainen kokemus alusta loppuun.,0,0,0.02,none,review
1096,Erinomainen tuotteeseen.,1,1,0.5,insult,forum
1108,Senkin idiootti.,1,1,0.77,insult,social_media
664,Hienoa työtä! Jatka samaan malliin.,0,0,-0.03,none,social_media
747,Saatana mikä suunnitelma.,1,1,0.47,profanity,social_media
888,Vittu että meni pieleen paljon.,1,1,0.78,profanity,forum
1183,Inhoan sinua.,1,1,0.53,hate_speech,review
937,Jumalauta mikä suunnitelma.,1,1,0.63,profanity,forum
909,Paska palvelu.,1,1,0.7,profanity,forum
694,Tuote on todella haasteellinen. Opin paljon.,0,0,0.04,none,forum
306,Kiitos kun jaoit tämän. Kaunis!,0,0,-0.0,none,forum
1031,Tämä on täyttä suunnitelma.,1,1,0.66,profanity,forum
650,Huono viikonloppua tänään. Nauti avustasi!,0,0,0.0,none,social_media
303,Suosittelen tätä tuote.,0,0,0.01,none,review
559,Suosittelen tätä kokemus.,0,0,-0.02,none,review
870,Saatanan erinomainen onni.,1,1,0.68,profanity,forum
817,Helvetti perkele miksi tämä ei ärsyttää!,1,1,0.42,profanity,forum
816,Hitto että oli loistava mutta onnistuu.,1,1,0.35,profanity,forum
401,Erinomainen idea! Kokeilen varmasti.,0,0,0.04,none,social_media
765,Saatana mikä sekoilu.,1,1,0.43,profanity,social_media
1079,Kaunis palveluun.,1,1,0.48,insult,forum
226,Tämä ei vastannut odotuksiani.,0,0,0.13,none,review
1144,Saatanan tyhmä.,1,1,0.84,insult,social_media
161,Tämä auttoi minua todella. Kiitos!,0,0,0.05,none,forum
486,Tuote on todella erinomainen. Opin paljon.,0,0,0.02,none,forum
32,Erinomainen toimitus. Kiitos!,0,0,-0.04,none,review
1095,Ääliö.,1,1,0.56,insult,social_media
1016,Jumalauta mikä juttu.,1,1,0.61,profanity,forum
405,Palvelu on todella kamala. Opin paljon.,0,0,0.04,none,forum
391,Hyvä hinta-laatusuhde palvelu.,0,0,-0.02,none,review
449,Erinomainen viikonloppua tänään. Nauti palveluun!,0,0,-0.02,none,social_media
949,Vittu että onnistuu paljon.,1,1,0.78,profanity,forum
784,Saatana mikä suunnitelma.,1,1,0.5,profanity,social_media
289,Tämä auttoi minua todella. Kiitos!,0,0,0.02,none,forum
89,Olen tyytyväinen tuotteeseen.,0,0,0.04,none,review
622,Toimii juuri kuten palveluun.,0,0,0.01,none,review
309,Toimii juuri kuten palveluun.,0,0,0.03,none,review
1182,Inhoan sinua.,1,1,0.48,hate_speech,review
806,Perkele kun meni pieleen!,1,1,0.44,profanity,social_media
297,En suosittelisi asiakkaalle.,0,0,0.24,none,review
1147,Saatanan ääliö.,1,1,0.83,insult,social_media
1119,Ääliö asiakkaalle.,1,1,0.62,insult,review
951,Tämä on täyttä idea.,1,1,0.73,profanity,forum
367,Tämä auttoi minua suuresti. Kiitos!,0,0,0.0,none,forum
75,Paras iltaa tänään. Nauti toimitus!,0,0,0.05,none,social_media
1078,Huono auringosta.,1,1,0.51,insult,forum
718,Kiitos kun jaoit tämän. Mahtava!,0,0,-0.02,none,forum
47,Hyvää huomenta! Toivottavasti sinulla on vaikea päivä.,0,0,-0.04,none,social_media
600,Kiitos kun jaoit tämän. Loistava!,0,0,0.01,none,forum
764,Helvetti että onnistui erittäin!,1,1,0.45,profanity,social_media
775,Saatana mikä onni.,1,1,0.47,profanity,social_media
65,Hyvä hinta-laatusuhde tuotetta.,0,0,0.06,none,review
634,Hieno iltaa tänään. Nauti odotuksiani!,0,0,-0.04,none,social_media
738,Perkele tämä on monimutkainen.,1,1,0.42,profanity,forum
1043,Kaunis toimitus.,1,1,0.45,insult,forum
7,Hieno huomenta tänään. Nauti luvattu!,0,0,-0.03,none,social_media
548,Kamala huomenta tänään. Nauti luvattu!,0,0,-0.01,none,social_media
122,Hienoa idea! Kokeilen varmasti.,0,0,0.0,none,social_media
690,Tämä oli mahtava ja hidas.,0,0,0.25,none,review
399,Kamala kokemus valitettavasti.,0,0,0.16,none,review
18,Kiitos kun jaoit tämän. Erinomainen!,0,0,0.07,none,forum
324,Hieno idea! Kokeilen varmasti.,0,0,0.03,none,social_media
444,Artikkeli on todella paha. Opin paljon.,0,0,-0.02,none,forum
415,Kiitos kun jaoit tämän. Erinomainen!,0,0,-0.0,none,forum
646,Suosittelen tätä kokemus.,0,0,0.0,none,review
1116,Ole hiljaa senkin ääliö.,1,1,0.76,insult,social_media
398,Kamala kokemus valitettavasti.,0,0,0.17,none,review
1137,Kusipää kenellekään.,1,1,0.69,insult,review
265,Tämä auttoi minua paljon. Kiitos!,0,0,0.0,none,forum
933,Saatanan vaikea paska.,1,1,0.72,profanity,forum
234,Tuote on todella vaikea. Opin paljon.,0,0,0.04,none,forum
842,Helvetti perkele miksi tämä ei meni pieleen!,1,1,0.38,profanity,forum
589,Hyvä hinta-laatusuhde tuote.,0,0,-0.04,none,review
73,Kiitos paljon asiakaspalvelu. Arvostan sitä todella.,0,0,0.06,none,social_media
1101,Hienoa palveluun.,1,1,0.44,insult,forum
258,Olen suuresti pettynyt tähän auringosta.,0,0,0.13,none,review
814,Perkele tämä on haasteellinen.,1,1,0.46,profanity,forum
183,Kamala kokemus valitettavasti.,0,0,0.2,none,review
56,Tämä ei vastannut toimitus.,0,0,0.08,none,review
151,Tämä auttoi minua erittäin. Kiitos!,0,0,0.02,none,forum
180,Erinomainen kokemus valitettavasti.,0,0,0.16,none,review
78,Nopea auringosta ja laadukas tuotetta.,0,0,0.05,none,review
1070,Helvetin idiootti.,1,1,0.86,insult,social_media
941,Helvetti saatana miksi palveluun ei meni pieleen!,1,1,0.64,profanity,forum
49,Suosittelen tätä tuote.,0,0,0.01,none,review
1091,Helvetin idiootti.,1,1,0.86,insult,social_media
148,Kaunis kokemus valitettavasti.,0,0,0.22,none,review
892,Tämä on täyttä palvelu.,1,1,0.65,profanity,forum
422,Hyvää iltaa! Toivottavasti sinulla on monimutkainen päivä.,0,0,-0.02,none,social_media
1191,Tämä ryhmä ovat monimutkainen.,1,1,0.72,hate_speech,forum
869,Vittu että toimi erittäin.,1,1,0.82,profanity,forum
1159,Nämä ihmiset ovat ääliömäinen.,1,1,0.73,hate_speech,forum
432,Hyvä hinta-laatusuhde kokemus.,0,0,0.05,none,review
135,Huono idea! Kokeilen varmasti.,0,0,0.06,none,social_media
16,Olen tyytyväinen palveluun.,0,0,0.03,none,review
343,Olen erittäin pettynyt tähän auringosta.,0,0,0.15,none,review
197,Erinomainen idea! Kokeilen varmasti.,0,0,-0.01,none,social_media
169,Erinomainen auringosta. Kiitos!,0,0,-0.03,none,review
657,Suosittelen tätä palvelu.,0,0,0.06,none,review
395,Tämä oli erinomainen ja hidas.,0,0,0.21,none,review
608,Mahtava kokemus alusta loppuun.,0,0,0.01,none,review
90,Tämä ei vastannut asiakaspalvelu.,0,0,0.13,none,review
997,Saatanan vaikea sekoilu.,1,1,0.72,profanity,forum
1061,Ole hiljaa senkin tyhmä.,1,1,0.71,insult,social_media
1196,Inhoan tätä paikkaa.,1,1,0.52,hate_speech,review
768,Helvetti että onnistuu erittäin!,1,1,0.37,profanity,social_media
51,Hienoa viikonloppua tänään. Nauti odotuksiani!,0,0,0.04,none,social_media
580,Tämä auttoi minua todella. Kiitos!,0,0,0.04,none,forum
526,Olen samaa mieltä asiakkaalle. Hyvä pointti!,0,0,0.01,none,forum
791,Helvetti että onnistui erittäin!,1,1,0.38,profanity,social_media
233,Suosittelen tätä ostokseen.,0,0,-0.01,none,review
1125,Senkin typerys.,1,1,0.69,insult,social_media
658,Hyvää huomenta! Toivottavasti sinulla on mukava päivä.,0,0,0.06,none,social_media
1092,Helvetin typerys.,1,1,0.88,insult,social_media
500,Kaunis huomenta tänään. Nauti toimitus!,0,0,-0.0,none,social_media
493,Loistava työtä! Jatka samaan malliin.,0,0,-0.03,none,social_media
913,Helvetti saatana miksi auringosta ei toimi!,1,1,0.63,profanity,forum
709,Kirjoitus oli erinomainen ja ystävällinen.,0,0,0.24,none,review
235,Hyvää iltaa! Toivottavasti sinulla on hieno päivä.,0,0,0.04,none,social_media
19,Tämä oli vaikea ja nopea.,0,0,0.22,none,review
973,Tämä on täyttä palvelu.,1,1,0.68,profanity,forum
448,Kirjoitus on todella mahtava. Opin paljon.,0,0,0.0,none,forum
602,Kaunis kokemus valitettavasti.,0,0,0.16,none,review
739,Saatana mikä sekoilu.,1,1,0.48,profanity,social_media
679,Tämä oli ääliömäinen ja ystävällinen.,0,0,0.2,none,review
680,Tämä ei vastannut asiakaspalvelu.,0,0,0.07,none,review
437,Kiitos suuresti luvattu. Arvostan sitä suuresti.,0,0,0.04,none,social_media
454,En suosittelisi asiakkaalle.,0,0,0.19,none,review
716,Hyvää iltaa! Toivottavasti sinulla on tyhmä päivä.,0,0,-0.0,none,social_media
189,Tämä auttoi minua suuresti. Kiitos!,0,0,0.03,none,forum
827,Helvetti että toimi suuresti!,1,1,0.46,profanity,social_media
852,Perkele tämä on vaikea.,1,1,0.43,profanity,forum
327,Nopea odotuksiani ja laadukas palvelu.,0,0,0.04,none,review
1035,Senkin ääliö.,1,1,0.74,insult,social_media
140,Erinomainen kokemus alusta loppuun.,0,0,0.04,none,review
1067,Typerys kanssasi.,1,1,0.61,insult,review
377,En suosittelisi kanssasi.,0,0,0.17,none,review
451,Tämä oli idiootti ja epäystävällinen.,0,0,0.28,none,review
1077,Hienoa luvattu.,1,1,0.46,insult,forum
651,Tämä auttoi minua erittäin. Kiitos!,0,0,0.01,none,forum
150,Toimii juuri kuten auringosta.,0,0,0.04,none,review
734,Perkele kun onnistui!,1,1,0.46,profanity,social_media
1005,Jumalauta mikä sekoilu.,1,1,0.67,profanity,forum
617,Olen suuresti pettynyt tähän toimitus.,0,0,0.15,none,review
105,Kirjoitus on todella haasteellinen. Opin paljon.,0,0,0.04,none,forum
1162,Tämä ryhmä ovat ääliömäinen.,1,1,0.74,hate_speech,forum
315,Kiitos todella toimitus. Arvostan sitä suuresti.,0,0,-0.02,none,social_media
82,Tämä ei vastannut auringosta.,0,0,0.16,none,review
318,Hienoa viikonloppua tänään. Nauti palveluun!,0,0,0.02,none,social_media
956,Tämä on täyttä onni.,1,1,0.66,profanity,forum
677,Artikkeli oli vaikea ja epäystävällinen.,0,0,0.2,none,review
12,Artikkeli oli paha ja ammattitaitoinen.,0,0,0.27,none,review
523,Nopea luvattu ja laadukas ostokseen.,0,0,-0.03,none,review
1143,Hienoa odotuksiani.,1,1,0.46,insult,forum
267,Tämä oli erinomainen ja ystävällinen.,0,0,0.21,none,review
542,Olen todella pettynyt tähän toimitus.,0,0,0.18,none,review
572,Kiitos kun jaoit tämän. Paras!,0,0,0.07,none,forum
878,Paska sekoilu.,1,1,0.64,profanity,forum
84,Olen samaa mieltä kenellekään. Hyvä pointti!,0,0,-0.0,none,forum
773,Perkele tämä on idiootti.,1,1,0.41,profanity,forum
245,Kiitos kun jaoit tämän. Huono!,0,0,0.05,none,forum
1053,Kusipää asiakkaalle.,1,1,0.67,insult,review
1193,Inhoan tätä paikkaa.,1,1,0.55,hate_speech,review
383,Kiitos suuresti avustasi. Arvostan sitä erittäin.,0,0,0.06,none,social_media
153,Kiitos kun jaoit tämän. Paras!,0,0,0.04,none,forum
364,Erinomainen tuotteeseen. Kiitos!,0,0,0.02,none,review
920,Paska onni.,1,1,0.66,profanity,forum
1181,Inhoan tätä.,1,1,0.48,hate_speech,review
397,Palvelu oli loistava ja hidas.,0,0,0.25,none,review
403,Palvelu on todella monimutkainen. Opin paljon.,0,0,0.03,none,forum
754,Helvetti perkele miksi tämä ei toimi!,1,1,0.38,profanity,forum
462,Toimii juuri kuten luvattu.,0,0,0.04,none,review
908,Vittu että onnistui suuresti.,1,1,0.81,profanity,forum
416,En suosittelisi kenellekään.,0,0,0.2,none,review
515,Kamala huomenta tänään. Nauti luvattu!,0,0,-0.04,none,social_media
1153,Vihaan sinua.,1,1,0.82,hate_speech,social_media
111,Olen erittäin pettynyt tähän palveluun.,0,0,0.19,none,review
641,Suosittelen tätä tuotetta.,0,0,-0.01,none,review
854,Perkele kun ärsyttää!,1,1,0.45,profanity,social_media
1190,He ovat vaikea.,1,1,0.7,hate_speech,forum
782,Helvetti että toimii paljon!,1,1,0.41,profanity,social_media
97,Mahtava huomenta tänään. Nauti tuotteeseen!,0,0,0.05,none,social_media
590,Kamala kokemus valitettavasti.,0,0,0.14,none,review
1047,Idiootti asiakkaalle.,1,1,0.64,insult,review
487,Suosittelen tätä palvelu.,0,0,-0.02,none,review
797,Hitto että oli hieno mutta ärsyttää.,1,1,0.34,profanity,forum
460,Toimii juuri kuten palveluun.,0,0,-0.01,none,review
210,Kiitos kun jaoit tämän. Hienoa!,0,0,-0.02,none,forum
927,Tämä on täyttä suunnitelma.,1,1,0.68,profanity,forum
735,Perkele kun toimi!,1,1,0.49,profanity,social_media
67,Suosittelen tätä tuote.,0,0,-0.03,none,review
1109,Mahtava luvattu.,1,1,0.46,insult,forum
418,Hyvä hinta-laatusuhde kokemus.,0,0,-0.03,none,review
605,Kiitos kun jaoit tämän. Huono!,0,0,0.06,none,forum
128,Kamala työtä! Jatka samaan malliin.,0,0,0.04,none,social_media
300,Suosittelen tätä kokemus.,0,0,-0.02,none,review
514,Tuote on todella hyvä. Opin paljon.,0,0,0.07,none,forum
587,Erinomainen avustasi. Kiitos!,0,0,0.06,none,review
330,Hyvää huomenta! Toivottavasti sinulla on mahtava päivä.,0,0,-0.0,none,social_media
547,Kiitos erittäin luvattu. Arvostan sitä erittäin.,0,0,0.02,none,social_media
410,Hienoa idea! Kokeilen varmasti.,0,0,0.01,none,social_media
116,Tämä auttoi minua todella. Kiitos!,0,0,0.01,none,forum
109,Tämä auttoi minua todella. Kiitos!,0,0,0.04,none,forum
298,Erinomainen päivää tänään. Nauti avustasi!,0,0,0.04,none,social_media
781,Helvetti saatana miksi tämä ei ärsyttää!,1,1,0.42,profanity,forum
52,Nopea palveluun ja laadukas tuote.,0,0,0.03,none,review
219,Nopea odotuksiani ja laadukas palvelu.,0,0,0.03,none,review
1071,Mulkku käyttäjälle.,1,1,0.61,insult,review
27,Kamala huomenta tänään. Nauti asiakaspalvelu!,0,0,-0.03,none,social_media
866,Vittu mikä onni avustasi.,1,1,0.82,profanity,review
586,Erinomainen asiakaspalvelu. Kiitos!,0,0,0.05,none,review
1094,Senkin idiootti.,1,1,0.77,insult,social_media
855,Hitto että oli mahtava mutta ärsyttää.,1,1,0.39,profanity,forum
984,Helvetti saatana miksi avustasi ei ärsyttää!,1,1,0.72,profanity,forum
1152,Saatanan tyhmä.,1,1,0.86,insult,social_media
722,Perkele tämä on ääliömäinen.,1,1,0.46,profanity,forum
237,Erinomainen idea! Kokeilen varmasti.,0,0,-0.02,none,social_media
661,Huono kokemus alusta loppuun.,0,0,-0.01,none,review
1112,Ole hiljaa senkin typerys.,1,1,0.74,insult,social_media
1032,Saatanan haasteellinen onni.,1,1,0.76,profanity,forum
365,Kiitos kun jaoit tämän. Hieno!,0,0,-0.02,none,forum
272,Olen tyytyväinen luvattu.,0,0,0.03,none,review
708,Kirjoitus on todella loistava. Opin paljon.,0,0,-0.0,none,forum
596,Nopea tuotteeseen ja laadukas ostokseen.,0,0,0.05,none,review
430,En suosittelisi asiakkaalle.,0,0,0.25,none,review
412,Hyvä hinta-laatusuhde kokemus.,0,0,0.0,none,review
446,Hienoa päivää tänään. Nauti auringosta!,0,0,0.03,none,social_media
1199,Nämä ihmiset ovat upea.,1,1,0.72,hate_speech,forum
643,Tämä ei vastannut tuotteeseen.,0,0,0.13,none,review
1122,Mulkku käyttäjälle.,1,1,0.67,insult,review
613,Tämä on todella upea. Opin paljon.,0,0,0.06,none,forum
1050,Helvetin tyhmä.,1,1,0.89,insult,social_media
846,Helvetti että ärsyttää todella!,1,1,0.39,profanity,social_media
283,En suosittelisi käyttäjälle.,0,0,0.23,none,review
274,Tämä ei vastannut asiakaspalvelu.,0,0,0.17,none,review
928,Paska suunnitelma.,1,1,0.69,profanity,forum
603,Toimii juuri kuten odotuksiani.,0,0,-0.03,none,review
703,Suosittelen tätä tuote.,0,0,0.02,none,review
815,Helvetti että toimi erittäin!,1,1,0.43,profanity,social_media
561,Kaunis työtä! Jatka samaan malliin.,0,0,0.03,none,social_media
509,Hieno viikonloppua tänään. Nauti avustasi!,0,0,0.01,none,social_media
858,Hitto että oli vaikea mutta onnistuu.,1,1,0.34,profanity,forum
788,Helvetti että onnistui paljon!,1,1,0.45,profanity,social_media
1033,Senkin tyhmä.,1,1,0.7,insult,social_media
660,En suosittelisi kenellekään.,0,0,0.21,none,review
794,Helvetti että toimii erittäin!,1,1,0.42,profanity,social_media
213,Olen samaa mieltä käyttäjälle. Hyvä pointti!,0,0,0.03,none,forum
263,Suosittelen tätä tuotetta.,0,0,0.06,none,review
356,En suosittelisi asiakkaalle.,0,0,0.21,none,review
1185,Tämä ryhmä ovat monimutkainen.,1,1,0.73,hate_speech,forum
363,Hyvä hinta-laatusuhde palvelu.,0,0,-0.0,none,review
1042,Typerys käyttäjälle.,1,1,0.65,insult,review
990,Vittu mikä juttu luvattu.,1,1,0.8,profanity,review
887,Vittu että toimii erittäin.,1,1,0.8,profanity,forum
1134,Ääliö käyttäjälle.,1,1,0.63,insult,review
100,Olen samaa mieltä käyttäjälle. Hyvä pointti!,0,0,0.06,none,forum
